"Region";"TaxonName";"scientificName";"Family";"Order";"Class";"Phylum";"Taxonomy";"OrigName";"Island";"PresentStatus";"FirstRecord";"FirstRecord_orig";"Source";"time_lag";"griis_first_observed"
"Belgium";"Decaisnea insignis";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2015;NA;"GRIIS";0;2015
"Belgium";"Decaisnea insignis";"Decaisnea insignis (Griff.) Hook. f. & Thomson";"Lardizabalaceae";"";"";"";"";"Decaisnea insignis";"";"casual";2015;"2015";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";0;2015
"Belgium";"Delosperma cooperi";"Delosperma cooperi";"Aizoaceae";"Caryophyllales";"Magnoliopsida";"Tracheophyta";"TPL";"Delosperma cooperi (Hook.f.) L. Bolus";"";"";2018;"2018";"Verloove (2006)";NA;NA
"Belgium";"Dichanthelium clandestinum";"Dichanthelium clandestinum";"Poaceae";"Poales";"Liliopsida";"Tracheophyta";"";"Dichanthelium clandestinum (L.) Gould";"";"";2012;"2012";"Verloove (2006)";NA;NA
"Belgium";"Dichondra argentea";"Dichondra argentea Humb. & Bonpl. ex Willd.";"Convolvulaceae";"Solanales";"Magnoliopsida";"Tracheophyta";"GBIF";"Dichondra argentea";"";"casual";2015;"2015";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";0;2015
"Belgium";"Dichondra argentea";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2015;NA;"GRIIS";0;2015
"Belgium";"Dichondra micrantha";"Dichondra micrantha Urb.";"Convolvulaceae";"Solanales";"Magnoliopsida";"Tracheophyta";"GBIF";"Dichondra micrantha";"";"casual";2017;"2017";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";0;2017
"Belgium";"Dichondra micrantha";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2017;NA;"GRIIS";0;2017
"Belgium";"Digitaria abyssinica";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2012;NA;"GRIIS";NA;2012
"Belgium";"Digitaria abyssinica";"Digitaria abyssinica (A. Rich.) Stapf";"Poaceae";"";"";"";"";"Digitaria abyssinica";"";"casual";2012;"2012";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";NA;2012
"Belgium";"Dipsacus strigosus";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2012;NA;"GRIIS";-3;2012
"Belgium";"Dipsacus strigosus";"Dipsacus strigosus Willd. ex Roem. & Schult.";"Caprifoliaceae";"";"";"";"";"Dipsacus strigosus";"";"Naturalized";2012;"2012";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";-3;2012
"Belgium";"Dolichoplana striata";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2018;NA;"GRIIS";NA;2018
"Belgium";"Dolichotis patagonum";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2014;NA;"GRIIS";0;2014
"Belgium";"Dorypteryx domestica";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2018;NA;"GRIIS";-6;2018
"Belgium";"Dorypteryx longipennis";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2018;NA;"GRIIS";2;2018
"Belgium";"Dorypteryx pallida";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2018;NA;"GRIIS";NA;2018
"Belgium";"Dromaius novaehollandiae";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2018;NA;"GRIIS";-2;2018
"Belgium";"Drosanthemum floribundum";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2018;NA;"GRIIS";NA;2018
"Belgium";"Drosophila suzukii";"Drosophila suzukii (Matsumura, 1931)";"Drosophilidae";"Diptera";"Insecta";"Arthropoda";"GBIF";"Drosophila suzukii";"";"";2011;"2011";"CABI ISC";NA;2011
"Belgium";"Drosophila suzukii";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2011;NA;"GRIIS";NA;2011
"Belgium";"Dryopteris cycadina";"Dryopteris cycadina";"Dryopteridaceae";"Polypodiales";"Polypodiopsida";"Tracheophyta";"TPL";"Dryopteris cycadina (Franch. & Sav.) C. Christens.";"";"";2015;"2015";"Verloove (2006)";NA;NA
"Belgium";"Dryopteris erythrosora";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2015;NA;"GRIIS";0;2015
"Belgium";"Dryopteris erythrosora";"Dryopteris erythrosora (D.C. Eaton) Kuntze";"Dryopteridaceae";"Polypodiales";"Polypodiopsida";"Tracheophyta";"";"Dryopteris erythrosora";"";"casual";2015;"2015";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";0;2015
"Belgium";"Dysphania anthelmintica";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2016;NA;"GRIIS";0;2016
"Belgium";"Dysphania anthelmintica";"Dysphania anthelmintica (L.) Mosyakin & Clemants";"Amaranthaceae";"Caryophyllales";"Magnoliopsida";"Tracheophyta";"GBIF";"Dysphania anthelmintica";"";"casual";2016;"2016";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";0;2016
"Belgium";"Echinochloa oryzicola";"Echinochloa oryzicola (Vasing.) Vasing.";"Poaceae";"";"";"";"";"Echinochloa oryzicola";"";"casual";2016;"2016";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";NA;NA
"Belgium";"Echinopsis silvestrii";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2012;NA;"GRIIS";NA;2012
"Belgium";"Echinopsis silvestrii";"Echinopsis silvestrii Spegazz.";"Cactaceae";"";"";"";"";"Echinopsis silvestrii";"";"casual";2012;"2012";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";NA;2012
"Belgium";"Echinothrips americanus";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2018;NA;"GRIIS";NA;2018
"Belgium";"Echis carinatus";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2017;NA;"GRIIS";NA;2017
"Belgium";"Eclectus roratus";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2010;NA;"GRIIS";0;2010
"Belgium";"Eclectus roratus";"Eclectus roratus (Statius Muller, 1776)";"Psittacidae";"Psittaciformes";"Aves";"Chordata";"GBIF";"Eclectus roratus";"";"released";2010;"2010";"Checklist of Alien Birds Belgium";0;2010
"Belgium";"Ectopsocus briggsi";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2018;NA;"GRIIS";NA;2018
"Belgium";"Ectopsocus petersi";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2018;NA;"GRIIS";NA;2018
"Belgium";"Elaeagnus macrophylla";"Elaeagnus macrophylla Thunb.";"Elaeagnaceae";"";"";"";"";"Elaeagnus macrophylla";"";"casual";2013;"2013";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";NA;2013
"Belgium";"Elaeagnus macrophylla";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2013;NA;"GRIIS";NA;2013
"Belgium";"Elaeagnus pungens";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2012;NA;"GRIIS";0;2012
"Belgium";"Elaeagnus pungens";"Elaeagnus pungens Thunb.";"Elaeagnaceae";"";"";"";"";"Elaeagnus pungens";"";"casual";2012;"2012";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";0;2012
"Belgium";"Elaphe quatuorlineata";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2012;NA;"GRIIS";NA;2012
"Belgium";"Elaphe sauromates";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2014;NA;"GRIIS";NA;2014
"Belgium";"Elaphe schrenckii";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2019;NA;"GRIIS";NA;2019
"Belgium";"Eleocharis austriaca";"Eleocharis austriaca Hayek";"Cyperaceae";"Poales";"Liliopsida";"Tracheophyta";"";"Eleocharis austriaca Hayek";"";"";2014;"2014";"Verloove (2006)";NA;NA
"Belgium";"Eleocharis engelmannii";"Eleocharis engelmannii Steud.";"Cyperaceae";"";"";"";"";"Eleocharis engelmannii";"";"Naturalized";2014;"2014";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";0;2014
"Belgium";"Eleocharis engelmannii";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2014;NA;"GRIIS";0;2014
"Belgium";"Ellisiophyllum pinnatum";"Ellisiophyllum pinnatum (Wall. ex Benth.) Makino";"Plantaginaceae";"";"";"";"";"Ellisiophyllum pinnatum";"";"casual";2016;"2016";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";NA;2016
"Belgium";"Ellisiophyllum pinnatum";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2016;NA;"GRIIS";NA;2016
"Belgium";"Emys orbicularis";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2010;NA;"GRIIS";NA;2010
"Belgium";"Epilobium brachycarpum";"Epilobium brachycarpum C. Presl";"Onagraceae";"";"";"";"";"Epilobium brachycarpum";"";"Naturalized";2012;"2012";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";0;2012
"Belgium";"Epilobium brachycarpum";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2012;NA;"GRIIS";0;2012
"Belgium";"Epimedium pinnatum";"Epimedium pinnatum Fisch. ex DC.";"Berberidaceae";"";"";"";"";"Epimedium pinnatum";"";"Naturalized";2012;"2012";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";0;2012
"Belgium";"Epimedium pinnatum";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2012;NA;"GRIIS";0;2012
"Belgium";"Epuraea imperialis";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2012;NA;"GRIIS";3;2012
"Belgium";"Equisetum scirpoides";"Equisetum scirpoides";"Equisetaceae";"Equisetales";"Polypodiopsida";"Tracheophyta";"TPL";"Equisetum scirpoides Michaux";"";"";2014;"2014";"Verloove (2006)";NA;NA
"Belgium";"Eragrostis albensis";"Eragrostis albensis H. Scholz";"Poaceae";"";"";"";"";"Eragrostis albensis";"";"casual";2015;"2015";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";NA;NA
"Belgium";"Erica darleyensis";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2016;NA;"GRIIS";NA;2016
"Belgium";"Erigone dentosa";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2012;NA;"GRIIS";NA;2012
"Belgium";"Eriochloa villosa";"Eriochloa villosa (Thunb.) Kunth";"Poaceae";"";"";"";"";"Eriochloa villosa";"";"casual";2016;"2016";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";NA;2016
"Belgium";"Eriochloa villosa";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2016;NA;"GRIIS";NA;2016
"Belgium";"Erodium trifolium";"Erodium trifolium (Cav.) Cav.";"Geraniaceae";"";"";"";"";"Erodium trifolium";"";"casual";2017;"2017";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";0;2017
"Belgium";"Erodium trifolium";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2017;NA;"GRIIS";0;2017
"Belgium";"Eryngium bourgatii";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2013;NA;"GRIIS";0;2013
"Belgium";"Eryngium bourgatii";"Eryngium bourgatii Gouan";"Apiaceae";"Apiales";"Magnoliopsida";"Tracheophyta";"GBIF";"Eryngium bourgatii";"";"casual";2013;"2013";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";0;2013
"Belgium";"Erythranthe cuprea (incl. hybrids)";"Erythranthe cuprea (Dombrain) G.L. Nesom (incl. hybrids)";"Phrymaceae";"Lamiales";"Magnoliopsida";"Tracheophyta";"";"Erythranthe cuprea (incl. hybrids)";"";"casual";2011;"2011";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";NA;NA
"Belgium";"Erythranthe guttata";"Erythranthe guttata";"Phrymaceae";"Lamiales";"Magnoliopsida";"Tracheophyta";"";"Erythranthe guttata (DC.) G.L. Nesom (incl. hybrids)";"";"";2012;"2012";"Verloove (2006)";NA;NA
"Belgium";"Erythranthe lutea (incl. hybrids)";"Erythranthe lutea (L.) G.L.Nesom (incl. hybrids)";"Phrymaceae";"Lamiales";"Magnoliopsida";"Tracheophyta";"";"Erythranthe lutea (incl. hybrids)";"";"casual";2012;"2012";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";NA;NA
"Belgium";"Erythranthe moschata";"Erythranthe moschata";"Phrymaceae";"Lamiales";"Magnoliopsida";"Tracheophyta";"";"Erythranthe moschata ( Douglas ex Lindl. ) G.L. Nesom";"";"";2019;"2019";"Verloove (2006)";NA;NA
"Belgium";"Eublepharis macularius";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2012;NA;"GRIIS";9;2012
"Belgium";"Euborellia annulipes";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2016;NA;"GRIIS";NA;2016
"Belgium";"Eudocimus ruber";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2015;NA;"GRIIS";0;2015
"Belgium";"Eudocimus ruber";"Eudocimus ruber (Linnaeus, 1758)";"Threskiornithidae";"Pelecaniformes";"Aves";"Chordata";"GBIF";"Eudocimus ruber";"";"";2015;"2015";"Checklist of Alien Birds Belgium";0;2015
"Belgium";"Eumodicogryllus bordigalensis";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2018;NA;"GRIIS";0;2018
"Belgium";"Euodice malabarica";"Euodice malabarica (Linnaeus, 1758)";"Estrildidae";"Passeriformes";"Aves";"Chordata";"GBIF";"Euodice malabarica";"";"";2013;"2013";"Checklist of Alien Birds Belgium";0;2013
"Belgium";"Euodice malabarica";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2013;NA;"GRIIS";0;2013
"Belgium";"Euonymus alatus";"Euonymus alatus (Thunb.) Siebold";"Celastraceae";"";"";"";"";"Euonymus alatus";"";"casual";2011;"2011";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";4;2011
"Belgium";"Euonymus alatus";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2011;NA;"GRIIS";4;2011
"Belgium";"Euonymus hederaceus";"Euonymus hederaceus";"Celastraceae";"Celastrales";"Magnoliopsida";"Tracheophyta";"";"Euonymus hederaceus Champ. ex Benth.";"";"";2010;"2010";"Verloove (2006)";NA;NA
"Belgium";"Euonymus japonicus";"Euonymus japonicus Thunb.";"Celastraceae";"Celastrales";"Magnoliopsida";"Tracheophyta";"";"Euonymus japonicus";"";"casual";2010;"2010";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";0;2010
"Belgium";"Euonymus japonicus";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2010;NA;"GRIIS";0;2010
"Belgium";"Eupholidoptera chabrieri";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2019;NA;"GRIIS";0;2019
"Belgium";"Euphorbia pseudoesula";"Euphorbia pseudoesula";"Euphorbiaceae";"Malpighiales";"Magnoliopsida";"Tracheophyta";"TPL";"Euphorbia pseudoesula Schur";"";"";2017;"2017";"Verloove (2006)";NA;NA
"Belgium";"Euplectes macroura";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2010;NA;"GRIIS";NA;2010
"Belgium";"Euplectes macroura";"Euplectes macroura (Gmelin, 1789)";"Ploceidae";"Passeriformes";"Aves";"Chordata";"GBIF";"Euplectes macroura";"";"";2010;"2010";"Checklist of Alien Birds Belgium";NA;2010
"Belgium";"Favolaschia calocera";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2018;NA;"GRIIS";NA;2018
"Belgium";"Felis catus";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2018;NA;"GRIIS";NA;2018
"Belgium";"Filago congesta";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2019;NA;"GRIIS";0;2019
"Belgium";"Frankliniella occidentalis";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2018;NA;"GRIIS";NA;2018
"Belgium";"Fritillaria imperialis";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2019;NA;"GRIIS";-4;2019
"Belgium";"Fumaria bastardii";"Fumaria bastardii Boreau";"Papaveraceae";"";"";"";"";"Fumaria bastardii";"";"casual";2017;"2017";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";0;2017
"Belgium";"Fumaria bastardii";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2017;NA;"GRIIS";0;2017
"Belgium";"Furcifer pardalis";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2015;NA;"GRIIS";NA;2015
"Belgium";"Galanthus plicatus";"Galanthus plicatus Bieb.";"Amaryllidaceae";"Asparagales";"Liliopsida";"Tracheophyta";"TPL";"Galanthus plicatus Bieb.";"";"";2015;"2015";"Verloove (2006)";0;2017
"Belgium";"Galanthus plicatus";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2017;NA;"GRIIS";0;2017
"Belgium";"Galanthus warei";"Galanthus warei J. Allen";"Amaryllidaceae";"Asparagales";"Liliopsida";"Tracheophyta";"";"Galanthus warei J. Allen";"";"";2014;"2014";"Verloove (2006)";NA;NA
"Belgium";"Galanthus woronowii";"Galanthus woronowii Losinsk.";"Amaryllidaceae";"Asparagales";"Liliopsida";"Tracheophyta";"";"Galanthus woronowii";"";"casual";2015;"2015";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";-5;2015
"Belgium";"Galanthus woronowii";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2015;NA;"GRIIS";-5;2015
"Belgium";"Gekko gecko";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2010;NA;"GRIIS";NA;2010
"Belgium";"Geranium psilostemon";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2013;NA;"GRIIS";0;2013
"Belgium";"Geranium psilostemon";"Geranium psilostemon Ledeb.";"Geraniaceae";"";"";"";"";"Geranium psilostemon";"";"casual";2013;"2013";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";0;2013
"Belgium";"Geranium wallichianum";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2019;NA;"GRIIS";0;2019
"Belgium";"Ginkgo biloba";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2011;NA;"GRIIS";NA;2011
"Belgium";"Ginkgo biloba";"Ginkgo biloba L.";"Ginkgoaceae";"";"";"";"";"Ginkgo biloba";"";"casual";2011;"2011";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";NA;2011
"Belgium";"Gladiolus italicus";"Gladiolus italicus Mill.";"Iridaceae";"";"";"";"";"Gladiolus italicus";"";"casual";2012;"2012";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";0;2012
"Belgium";"Gladiolus italicus";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2012;NA;"GRIIS";0;2012
"Belgium";"Glandularia hybrida";"Glandularia hybrida";"Verbenaceae";"Lamiales";"Magnoliopsida";"Tracheophyta";"";"Glandularia hybrida (Gr�nland & R�mpler) Nesom & Pruski";"";"";2010;"2010";"Verloove (2006)";NA;NA
"Belgium";"Glaucium grandiflorum";"Glaucium grandiflorum Boiss. & A. Huet";"Papaveraceae";"";"";"";"";"Glaucium grandiflorum";"";"casual";2016;"2016";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";0;2016
"Belgium";"Glaucium grandiflorum";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2016;NA;"GRIIS";0;2016
"Belgium";"Glyceria striata subsp. diffomis";"Glyceria striata (Lam.) Hitchc. subsp. diffomis Portal";"Poaceae";"";"";"";"";"Glyceria striata subsp. diffomis";"";"Naturalized";2017;"2017";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";NA;NA
"Belgium";"Gobiosoma bosc";"Gobiosoma bosc (Lacep�de, 1800)";"Gobiidae";"Perciformes";"Actinopterygii";"Chordata";"GBIF";"Gobiosoma bosc";"";"";2018;"2018";"AquaNIS (2020)";NA;2018
"Belgium";"Gobiosoma bosc";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2018;NA;"GRIIS";NA;2018
"Belgium";"Gomphocarpus fruticosus";"Gomphocarpus fruticosus (L.) W.T.Aiton";"Apocynaceae";"";"";"";"";"Gomphocarpus fruticosus";"";"casual";2017;"2017";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";0;2017
"Belgium";"Gomphocarpus fruticosus";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2017;NA;"GRIIS";0;2017
"Belgium";"Grandidierella japonica";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2019;NA;"GRIIS";NA;2019
"Belgium";"Graphocephala fennahi";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2018;NA;"GRIIS";NA;2018
"Belgium";"Graptemys geographica";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2010;NA;"GRIIS";NA;2010
"Belgium";"Graptemys ouachitensis";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2018;NA;"GRIIS";-7;2018
"Belgium";"Graptemys pseudogeographica";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2010;NA;"GRIIS";-4;2010
"Belgium";"Grus vipio";"Grus vipio Pallas, 1811";"Gruidae";"Gruiformes";"Aves";"Chordata";"GBIF";"Grus vipio";"";"";2011;"2011";"Checklist of Alien Birds Belgium";0;2011
"Belgium";"Grus vipio";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2011;NA;"GRIIS";0;2011
"Belgium";"Gryllodes sigillatus";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2018;NA;"GRIIS";-5;2018
"Belgium";"Gryllomorpha dalmatina";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2018;NA;"GRIIS";3;2018
"Belgium";"Gryllus bimaculatus";NA;NA;NA;NA;NA;"GRIIS";NA;NA;NA;2018;NA;"GRIIS";-1;2018
"Belgium";"Guizotia scabra subsp. schimperi";"Guizotia scabra (Vis,) Chiov. subsp. schimperi (Sch. Bip.) J. Baag�e";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"GBIF";"Guizotia scabra subsp. schimperi";"";"casual";2015;"2015";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10.";NA;NA
