"TaxonName";"scientificName";"Family";"Order";"Class";"Phylum";"Taxonomy";"OrigName";"Region";"Island";"PresentStatus";"FirstRecord";"FirstRecord_orig";"Source"
"Acer cissifolium";"Acer cissifolium (Siebold & Zucc.) K. Koch";"Sapindaceae";"Sapindales";"Magnoliopsida";"Tracheophyta";"";"Acer cissifolium";"Belgium";"";"casual";2014;"2014";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Acer ginnala";"Acer ginnala";"";"Sapindales";"Magnoliopsida";"Tracheophyta";"";"Acer ginnala";"Belgium";"";"casual";2012;"2012";"DAISIE"
"Acer japonicum";"Acer japonicum Thunb.";"Sapindaceae";"Sapindales";"Magnoliopsida";"Tracheophyta";"";"Acer japonicum";"Belgium";"";"casual";2010;"2010";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Acer monspessulanum";"Acer monspessulanum L.";"Sapindaceae";"Sapindales";"Magnoliopsida";"Tracheophyta";"";"Acer monspessulanum";"Belgium";"";"casual";2015;"2015";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Acer palmatum";"Acer palmatum Thunb.";"Sapindaceae";"Sapindales";"Magnoliopsida";"Tracheophyta";"";"Acer palmatum";"Belgium";"";"casual";2013;"2013";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Aconogonon campanulatum";"Aconogonon campanulatum (Hook. f.) H. Hara";"Polygonaceae";"Caryophyllales";"Magnoliopsida";"Tracheophyta";"GBIF";"Aconogonon campanulatum";"Belgium";"";"Naturalized";2013;"2013";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Aconogonon divaricatum";"Aconogonon divaricatum (L.) Nakai";"Polygonaceae";"Caryophyllales";"Magnoliopsida";"Tracheophyta";"TPL";"Aconogonon divaricatum";"Belgium";"";"";2014;"2014";"Verloove (2006)"
"Aconogonon x fennicum";"Aconogonon x fennicum Reiersen";"Polygonaceae";"Caryophyllales";"Magnoliopsida";"Tracheophyta";"GBIF";"Aconogonon x fennicum";"Belgium";"";"casual";2014;"2014";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Adiantum aleuticum";"Adiantum aleuticum (Rupr.) C.A. Paris";"Pteridaceae";"";"";"";"";"Adiantum aleuticum";"Belgium";"";"casual";2016;"2016";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Aesculus parviflora";"Aesculus parviflora Walter";"Sapindaceae";"Sapindales";"Magnoliopsida";"Tracheophyta";"";"Aesculus parviflora";"Belgium";"";"casual";2013;"2013";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Aesculus pavia (incl. var. discolor)";"Aesculus pavia L. (incl. var. discolor (Pursh) Torr. & A. Gray)";"Sapindaceae";"Sapindales";"Magnoliopsida";"Tracheophyta";"";"Aesculus pavia (incl. var. discolor)";"Belgium";"";"casual";2011;"2011";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Agave americana";"Agave americana";"Asparagaceae";"Asparagales";"Magnoliopsida";"Tracheophyta";"TPL";"Agave americana L.";"Belgium";"";"";2013;"2013";"Verloove (2006)"
"Akebia quinata";"Akebia quinata";"Lardizabalaceae";"Ranunculales";"Magnoliopsida";"Tracheophyta";"TPL";"Akebia quinata (Houtt.) Decaisne";"Belgium";"";"";2015;"2015";"Verloove (2006)"
"Alcea rugosa";"Alcea rugosa Alef.";"Malvaceae";"Malvales";"Magnoliopsida";"Tracheophyta";"GBIF";"Alcea rugosa";"Belgium";"";"casual";2010;"2010";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Allium cepa";"Allium cepa";"Amaryllidaceae";"Asparagales";"Liliopsida";"Tracheophyta";"TPL";"Allium cepa L.";"Belgium";"";"";2011;"2011";"Verloove (2006)"
"Allium karataviense";"Allium karataviense Regel";"Amaryllidaceae";"Asparagales";"Liliopsida";"Tracheophyta";"TPL";"Allium karataviense�Regel";"Belgium";"";"";2018;"2018";"Verloove (2006)"
"Allium lusitanicum";"Allium lusitanicum";"Amaryllidaceae";"Asparagales";"Liliopsida";"Tracheophyta";"TPL";"Allium lusitanicum Lam.";"Belgium";"";"";2014;"2014";"Verloove (2006)"
"Allium christophii";"Allium christophii Trautv.";"Amaryllidaceae";"Asparagales";"Liliopsida";"Tracheophyta";"GBIF";"Allium christophii";"Belgium";"";"casual";2011;"2011";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Allium hollandicum";"Allium hollandicum R.M. Fritsch";"Amaryllidaceae";"Asparagales";"Liliopsida";"Tracheophyta";"GBIF";"Allium hollandicum";"Belgium";"";"casual";2012;"2012";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Allium macleanii";"Allium macleanii Baker";"Amaryllidaceae";"Asparagales";"Liliopsida";"Tracheophyta";"GBIF";"Allium macleanii";"Belgium";"";"casual";2014;"2014";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Allium nigrum";"Allium nigrum L.";"Amaryllidaceae";"Asparagales";"Liliopsida";"Tracheophyta";"GBIF";"Allium nigrum";"Belgium";"";"casual";2013;"2013";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Allium odorum";"Allium odorum";"";"Asparagales";"Liliopsida";"Tracheophyta";"";"Allium odorum";"Belgium";"";"casual";2010;"2010";"DAISIE"
"Allium pendulinum";"Allium pendulinum Ten.";"Amaryllidaceae";"Asparagales";"Liliopsida";"Tracheophyta";"GBIF";"Allium pendulinum";"Belgium";"";"casual";2014;"2014";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Allium porrum";"Allium porrum";"Amaryllidaceae";"Asparagales";"Liliopsida";"Tracheophyta";"";"Allium porrum L.";"Belgium";"";"";2010;"2010";"Verloove (2006)"
"Allium ramosum s.l.";"Allium ramosum L. s.l.";"Amaryllidaceae";"Asparagales";"Liliopsida";"Tracheophyta";"GBIF";"Allium ramosum s.l.";"Belgium";"";"casual";2010;"2010";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Allium roseum";"Allium roseum L.";"Amaryllidaceae";"Asparagales";"Liliopsida";"Tracheophyta";"GBIF";"Allium roseum";"Belgium";"";"casual";2017;"2017";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Allium triquetrum";"Allium triquetrum L.";"Amaryllidaceae";"Asparagales";"Liliopsida";"Tracheophyta";"GBIF";"Allium triquetrum";"Belgium";"";"Naturalized";2013;"2013";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Alnus x pubescens";"Alnus � pubescens";"Betulaceae";"Fagales";"Magnoliopsida";"Tracheophyta";"TPL";"Alnus pubescens Tausch";"Belgium";"";"";2012;"2012";"Verloove (2006)"
"Alnus x spaethii";"Alnus x spaethii Callier";"Betulaceae";"Fagales";"Magnoliopsida";"Tracheophyta";"GBIF";"Alnus x spaethii";"Belgium";"";"casual";2012;"2012";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Alonsoa intermedia";"Alonsoa intermedia Lodd.";"Scrophulariaceae";"";"";"";"";"Alonsoa intermedia";"Belgium";"";"casual";2017;"2017";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Ammannia coccinea";"Ammannia coccinea Rottb.";"Lythraceae";"";"";"";"";"Ammannia coccinea";"Belgium";"";"casual";2016;"2016";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Anaphalis triplinervis";"Anaphalis triplinervis";"Compositae";"Asterales";"Magnoliopsida";"Tracheophyta";"TPL";"Anaphalis triplinervis (Sims.) C.B. Clarke";"Belgium";"";"";2019;"2019";"Verloove (2006)"
"Arabis planisiliqua";"Arabis planisiliqua";"Brassicaceae";"Brassicales";"Magnoliopsida";"Tracheophyta";"TPL";"Arabis planisiliqua (Pers.) Reichenb.";"Belgium";"";"";2011;"2011";"Verloove (2006)"
"Arabis procurrens";"Arabis procurrens Waldst. & Kit.";"Brassicaceae";"Brassicales";"Magnoliopsida";"Tracheophyta";"GBIF";"Arabis procurrens";"Belgium";"";"casual";2011;"2011";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Arbutus unedo";"Arbutus unedo L.";"Ericaceae";"Ericales";"Magnoliopsida";"Tracheophyta";"";"Arbutus unedo";"Belgium";"";"casual";2014;"2014";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Argyranthemum frutescens";"Argyranthemum frutescens (L.) Sch. Bip.";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"GBIF";"Argyranthemum frutescens";"Belgium";"";"casual";2017;"2017";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Armeria maritima";"Armeria maritima";"Plumbaginaceae";"Caryophyllales";"Magnoliopsida";"Tracheophyta";"TPL";"Armeria maritima Willd. subsp. elongata (Hoffmann) Bonnier";"Belgium";"";"";2020;"2020";"Verloove (2006)"
"Artemisia siversiana";"Artemisia siversiana";"Compositae";"Asterales";"Magnoliopsida";"Tracheophyta";"TPL";"Artemisia siversiana";"Belgium";"";"casual";2011;"2011";"DAISIE"
"Artemisia princeps";"Artemisia princeps Pamp.";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"GBIF";"Artemisia princeps";"Belgium";"";"Naturalized";2011;"2011";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Artemisia sieversiana";"Artemisia sieversiana Ehrh.";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"GBIF";"Artemisia sieversiana";"Belgium";"";"casual";2011;"2011";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Arundo donax";"Arundo donax L.";"Poaceae";"Poales";"Magnoliopsida";"Tracheophyta";"";"Arundo donax";"Belgium";"";"Naturalized";2011;"2011";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Aster ageratoides";"Aster ageratoides Turcz.";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"GBIF";"Aster ageratoides";"Belgium";"";"casual";2014;"2014";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Athyrium niponicum";"Athyrium niponicum (Mett.) Hance";"Woodsiaceae";"";"";"";"";"Athyrium niponicum";"Belgium";"";"casual";2017;"2017";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Ballota nigra";"Ballota nigra L. subsp. nigra";"Lamiaceae";"Lamiales";"Magnoliopsida";"Tracheophyta";"TPL";"Ballota nigra L. subsp. nigra";"Belgium";"";"";2014;"2014";"Verloove (2006)"
"Bartsia trixago";"Bartsia trixago L.";"Orobanchaceae";"Lamiales";"Magnoliopsida";"Tracheophyta";"TPL";"Bartsia trixago L.";"Belgium";"";"";2015;"2015";"Verloove (2006)"
"Berberis aquifolium";"Berberis aquifolium Pursh";"Berberidaceae";"Ranunculales";"Magnoliopsida";"Tracheophyta";"TPL";"Berberis aquifolium Pursh";"Belgium";"";"";2016;"2016";"Verloove (2006)"
"Berberis bealei (incl. hybrids)";"Berberis bealei Fortune (incl. hybrids)";"Berberidaceae";"Ranunculales";"Magnoliopsida";"Tracheophyta";"";"Berberis bealei (incl. hybrids)";"Belgium";"";"casual";2016;"2016";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Berberis wilsoniae";"Berberis wilsoniae Hemsl.";"Berberidaceae";"Ranunculales";"Magnoliopsida";"Tracheophyta";"";"Berberis wilsoniae";"Belgium";"";"casual";2012;"2012";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Berberis x hybrido-gagnepainii";"Berberis x hybrido-gagnepainii J.V. Suringar";"Berberidaceae";"Ranunculales";"Magnoliopsida";"Tracheophyta";"";"Berberis x hybrido-gagnepainii";"Belgium";"";"casual";2011;"2011";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Berberis x interposita";"Berberis x interposita Ahrendt";"Berberidaceae";"Ranunculales";"Magnoliopsida";"Tracheophyta";"";"Berberis x interposita";"Belgium";"";"casual";2017;"2017";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Berberis x wagneri";"Berberis x wagneri (Jouin) Rehder";"Berberidaceae";"Ranunculales";"Magnoliopsida";"Tracheophyta";"";"Berberis x wagneri";"Belgium";"";"Naturalized";2010;"2010";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Bergenia x schmidtii";"Bergenia � schmidtii";"Saxifragaceae";"Saxifragales";"Magnoliopsida";"Tracheophyta";"TPL";"Bergenia schmidtii (Regel) Silva-Tar.";"Belgium";"";"";2011;"2011";"Verloove (2006)"
"Bergenia cordifolia";"Bergenia cordifolia (Haw.) Sternb.";"Saxifragaceae";"Saxifragales";"Magnoliopsida";"Tracheophyta";"";"Bergenia cordifolia";"Belgium";"";"casual";2011;"2011";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Bergenia crassifolia";"Bergenia crassifolia (L.) Fritsch";"Saxifragaceae";"Saxifragales";"Magnoliopsida";"Tracheophyta";"";"Bergenia crassifolia";"Belgium";"";"casual";2013;"2013";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Betula papyrifera";"Betula papyrifera";"Betulaceae";"Fagales";"Magnoliopsida";"Tracheophyta";"TPL";"Betula papyrifera Marshall";"Belgium";"";"";2012;"2012";"Verloove (2006)"
"Bistorta affinis";"Bistorta affinis (D. Don) E. Greene";"Polygonaceae";"";"";"";"";"Bistorta affinis";"Belgium";"";"casual";2012;"2012";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Blitum virgatum";"Blitum virgatum";"Amaranthaceae";"Caryophyllales";"Magnoliopsida";"Tracheophyta";"";"Blitum virgatum L.";"Belgium";"";"";2019;"2019";"Verloove (2006)"
"Bolboschoenus yagara";"Bolboschoenus yagara";"Cyperaceae";"Poales";"Liliopsida";"Tracheophyta";"TPL";"Bolboschoenus yagara (Ohwi) Yung C. Yang & M. Zhan";"Belgium";"";"";2017;"2017";"Verloove (2006)"
"Bolboschoenus glaucus";"Bolboschoenus glaucus (Lam.) S.G. Sm.";"Cyperaceae";"Poales";"Liliopsida";"Tracheophyta";"";"Bolboschoenus glaucus";"Belgium";"";"casual";2015;"2015";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Brassica barrelieri";"Brassica barrelieri (L.) Janka";"Brassicaceae";"Brassicales";"Magnoliopsida";"Tracheophyta";"GBIF";"Brassica barrelieri";"Belgium";"";"casual";2013;"2013";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Brassica carinata";"Brassica carinata A. Braun";"Brassicaceae";"Brassicales";"Magnoliopsida";"Tracheophyta";"GBIF";"Brassica carinata";"Belgium";"";"casual";2017;"2017";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Bromus carinatus var. carinatus";"Bromus carinatus Hook. & Arnott var. carinatus";"Poaceae";"";"";"";"";"Bromus carinatus var. carinatus";"Belgium";"";"casual";2013;"2013";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Bromus japonicus subsp. phrygius";"Bromus japonicus Thunb. subsp. phrygius (Boiss.) P�nzes";"Poaceae";"";"";"";"";"Bromus japonicus subsp. phrygius";"Belgium";"";"casual";2013;"2013";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Broussonetia papyrifera";"Broussonetia papyrifera (L.) Vent.";"Moraceae";"";"";"";"";"Broussonetia papyrifera";"Belgium";"";"casual";2011;"2011";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Callicarpa bodinieri";"Callicarpa bodinieri H. L�v.";"Lamiaceae";"Lamiales";"Magnoliopsida";"Tracheophyta";"GBIF";"Callicarpa bodinieri";"Belgium";"";"casual";2014;"2014";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Camassia leichtlinii subsp. suksdorfii";"Camassia leichtlinii (Baker) S. Watson subsp. suksdorfii (Greenman) Gould";"Asparagaceae";"";"";"";"";"Camassia leichtlinii subsp. suksdorfii";"Belgium";"";"casual";2013;"2013";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
