"TaxonName";"scientificName";"Family";"Order";"Class";"Phylum";"Taxonomy";"OrigName";"Region";"Island";"PresentStatus";"FirstRecord";"FirstRecord_orig";"Source"
"Rangia cuneata";"Rangia cuneata (G.B.Sowerby I, 1832)";"Mactridae";"Venerida";"Bivalvia";"Mollusca";"GBIF";"Rangia cuneata";"Lithuania";"";"";2013;"2013";"AquaNIS (2020)"
"Castor canadensis";"Castor canadensis Kuhl, 1820";"Castoridae";"Rodentia";"Mammalia";"Chordata";"GBIF";"Castor canadensis Kuhl 1820";"Luxembourg";"";"casual";2010;"2010";"Piero Genovesi"
"Microlepia platyphylla";"Microlepia platyphylla (D. Don) J.E. Sm.";"Dennstaedtiaceae";"Polypodiales";"Polypodiopsida";"Tracheophyta";"TPL";"Microlepia platyphylla (D. Don) J.E. Sm.";"Portugal";"yes";"established";2017;"2017";"Jones et al. (2019)"
"Platycerium bifurcatum";"Platycerium bifurcatum (Cav.) C. Chr.";"Polypodiaceae";"Polypodiales";"Polypodiopsida";"Tracheophyta";"TPL";"Platycerium bifurcatum (Cav.) C. Chr.";"Portugal";"yes";"established";2017;"2017";"Jones et al. (2019)"
"Achelia sawayai";"Achelia sawayai Marcus, 1940";"Ammotheidae";"Pantopoda";"Pycnogonida";"Arthropoda";"GBIF";"Achelia sawayai s.l. Marcus, 1940";"Malta";"yes";"";2016;"2016";"Zenetos et al. (2020)"
"Epinephelus malabaricus";"Epinephelus malabaricus (Bloch & Schneider, 1801)";"Serranidae";"Perciformes";"Actinopterygii";"Chordata";"GBIF";"Epinephelus malabaricus";"Malta";"yes";"";2011;"2011";"FishBase"
"Pontinus kuhlii";"Pontinus kuhlii (Bowdich, 1825)";"Scorpaenidae";"Scorpaeniformes";"Actinopterygii";"Chordata";"GBIF";"Pontinus kuhlii";"Malta";"yes";"established";2013;"2013";"FishBase"
"Protopulvinaria pyriformis";"Protopulvinaria pyriformis (Cockerell, 1894)";"Coccidae";"Hemiptera";"Insecta";"Arthropoda";"GBIF";"Protopulvinaria pyriformis (Cockerell, 1894)";"Malta";"yes";"established";2011;"2011";"DAISIE"
"Trichopoda pennipes";"";"Tachinidae";"Diptera";"Insecta";"Arthropoda";"";"";"Malta";"";"";2016;"2016";"Darmanin and Ceretti 2019"
"Leptoglossus occidentalis";"Leptoglossus occidentalis Heidemann, 1910";"Coreidae";"Hemiptera";"Insecta";"Arthropoda";"GBIF";"Leptoglossus occidentalis (Heidemann, 1910)";"Moldova";"";"alien";2010;"2010";"Roques et al. (2010); Roques et al. (2016)"
"Aleurocanthus spiniferus";"Aleurocanthus spiniferus (Quaintance, 1903)";"Aleyrodidae";"Hemiptera";"Insecta";"Arthropoda";"GBIF";"Aleurocanthus spiniferus (Quaintance, 1903)";"Montenegro";"";"alien";2013;"2013";"Roques et al. (2010); Roques et al. (2016)"
"Caulacanthus okamurae";"Caulacanthus okamurae Yamada, 1933";"Caulacanthaceae";"Gigartinales";"Florideophyceae";"Rhodophyta";"GBIF";"Caulacanthus okamurae";"Netherlands";"";"";2018;"2018";"AquaNIS (2020)"
"Ceramium botryocarpum";"Ceramium botryocarpum A.W.Griffiths ex Harv.";"Ceramiaceae";"Ceramiales";"Florideophyceae";"Rhodophyta";"GBIF";"Ceramium botryocarpum";"Netherlands";"";"";2011;"2011";"AquaNIS (2020)"
"Ceramium tenuicorne";"Ceramium tenuicorne (K�tzing) Waern";"Ceramiaceae";"Ceramiales";"Florideophyceae";"Rhodophyta";"GBIF";"Ceramium tenuicorne";"Netherlands";"";"";2011;"2011";"AquaNIS (2020)"
"Gelidium vagum";"Gelidium vagum Okamura";"Gelidiaceae";"Gelidiales";"Florideophyceae";"Rhodophyta";"GBIF";"Gelidium vagum";"Netherlands";"";"";2010;"2010";"AquaNIS (2020)"
"Ulvaria splendens";"Ulvaria splendens (Rupr.) K.L.Vinogr.";"Ulvaceae";"Ulvales";"Ulvophyceae";"Chlorophyta";"GBIF";"Ulvaria splendens";"Netherlands";"";"";2018;"2018";"AquaNIS (2020)"
"Ammothea hilgendorfi";"Ammothea hilgendorfi (B�hm, 1879)";"Ammotheidae";"Pantopoda";"Pycnogonida";"Arthropoda";"GBIF";"Ammothea hilgendorfi";"Netherlands";"";"";2013;"2013";"AquaNIS (2020)"
"Biflustra grandicella";"Biflustra grandicella (Canu & Bassler, 1929)";"Membraniporidae";"Cheilostomatida";"Gymnolaemata";"Bryozoa";"GBIF";"Biflustra grandicella";"Netherlands";"";"";2016;"2016";"AquaNIS (2020)"
"Eurytemora carolleeae";"Eurytemora carolleeae Alekseev & Souissi, 2011";"Temoridae";"Calanoida";"Hexanauplia";"Arthropoda";"GBIF";"Eurytemora carolleeae";"Netherlands";"";"";2011;"2011";"AquaNIS (2020)"
"Eusarsiella zostericola";"Eusarsiella zostericola (Cushman, 1906)";"Sarsiellidae";"Myodocopida";"Ostracoda";"Arthropoda";"GBIF";"Eusarsiella zostericola";"Netherlands";"";"";2012;"2012";"AquaNIS (2020)"
"Homarus americanus";"Homarus americanus H.Milne Edwards, 1837";"Nephropidae";"Decapoda";"Malacostraca";"Arthropoda";"GBIF";"Homarus americanus";"Netherlands";"";"";2010;"2010";"AquaNIS (2020)"
"Monocorophium uenoi";"Monocorophium uenoi (Stephensen, 1932)";"Corophiidae";"Amphipoda";"Malacostraca";"Arthropoda";"GBIF";"Monocorophium uenoi";"Netherlands";"";"";2013;"2013";"AquaNIS (2020)"
"Pseudodiaptomus marinus";"Pseudodiaptomus marinus Sato, 1913";"Pseudodiaptomidae";"Calanoida";"Hexanauplia";"Arthropoda";"GBIF";"Pseudodiaptomus marinus";"Netherlands";"";"";2011;"2011";"AquaNIS (2020)"
"Zeuxo holdichi";"Zeuxo holdichi Bamber, 1990";"Tanaididae";"Tanaidacea";"Malacostraca";"Arthropoda";"GBIF";"Zeuxo holdichi";"Netherlands";"";"";2012;"2012";"AquaNIS (2020)"
"Gobiosoma bosc";"Gobiosoma bosc (Lacep�de, 1800)";"Gobiidae";"Perciformes";"Actinopterygii";"Chordata";"GBIF";"Gobiosoma bosc";"Netherlands";"";"";2017;"2017";"AquaNIS (2020)"
"Misgurnus fossilis";"Misgurnus fossilis (Linnaeus, 1758)";"Cobitidae";"Cypriniformes";"Actinopterygii";"Chordata";"GBIF";"Misgurnus fossilis";"Netherlands";"";"";2012;"2012";"Zierits et al. (2016)"
"Tridentiger barbatus";"Tridentiger barbatus (G�nther, 1861)";"Gobiidae";"Perciformes";"Actinopterygii";"Chordata";"GBIF";"Tridentiger barbatus";"Netherlands";"";"";2016;"2016";"AquaNIS (2020)"
"Aedes aegypti";"Aedes aegypti (Linnaeus, 1762)";"Culicidae";"Diptera";"Insecta";"Arthropoda";"GBIF";"Aedes aegypti";"Netherlands";"";"casual";2010;"2010";"NOBANIS"
"Anoplophora glabripennis";"Anoplophora glabripennis (Motschulsky, 1854)";"Cerambycidae";"Coleoptera";"Insecta";"Arthropoda";"GBIF";"Anoplophora glabripennis (Motschulsky, 1853)";"Netherlands";"";"alien";2012;"2012";"Roques et al. (2010); Roques et al. (2016)"
"Anthonomus eugenii";"Anthonomus eugenii S.Schenkling & Marshall G.A.K., 1934";"Curculionidae";"Coleoptera";"Insecta";"Arthropoda";"GBIF";"Anthonomus eugenii";"Netherlands";"";"alien";2012;"2012";"Roques et al. (2010); Roques et al. (2016)"
"Drosophila suzukii";"Drosophila suzukii (Matsumura, 1931)";"Drosophilidae";"Diptera";"Insecta";"Arthropoda";"GBIF";"Drosophila suzukii";"Netherlands";"";"";2012;"2012";"CABI ISC"
"Dryocosmus kuriphilus";"Dryocosmus kuriphilus Yasumatsu, 1951";"Cynipidae";"Hymenoptera";"Insecta";"Arthropoda";"GBIF";"Dryocosmus kuriphilus (Yasumatsu 1951)";"Netherlands";"";"alien";2010;"2010";"DAISIE"
"Leptoglossus occidentalis";"Leptoglossus occidentalis Heidemann, 1910";"Coreidae";"Hemiptera";"Insecta";"Arthropoda";"GBIF";"Leptoglossus occidentalis (Heidemann, 1910)";"Netherlands";"";"alien";2010;"2010";"Roques et al. (2010); Roques et al. (2016)"
"Thrips setosus";"Thrips setosus (Moulton, 1928)";"Thripidae";"Thysanoptera";"Insecta";"Arthropoda";"GBIF";"Thrips setosus";"Netherlands";"";"alien";2014;"2014";"Roques et al. (2010); Roques et al. (2016)"
"Blackfordia virginica";"Blackfordia virginica Mayer, 1910";"Blackfordiidae";"Leptothecata";"Hydrozoa";"Cnidaria";"GBIF";"Blackfordia virginica";"Netherlands";"";"";2014;"2014";"AquaNIS (2020)"
"Boccardia proboscidea";"Boccardia proboscidea Hartman, 1940";"Spionidae";"Spionida";"Polychaeta";"Annelida";"GBIF";"Boccardia proboscidea";"Netherlands";"";"";2013;"2013";"AquaNIS (2020)"
"Haliclystus salpinx";"Haliclystus salpinx James-Clark, 1863";"Haliclystidae";"Stauromedusae";"Staurozoa";"Cnidaria";"GBIF";"Haliclystus salpinx";"Netherlands";"";"";2010;"2010";"AquaNIS (2020)"
"Polydora websteri";"Polydora websteri Hartman, 1943";"Spionidae";"Spionida";"Polychaeta";"Annelida";"GBIF";"Polydora websteri";"Netherlands";"";"";2017;"2017";"AquaNIS (2020)"
"Mulinia lateralis";"Mulinia lateralis (Say, 1822)";"Mactridae";"Venerida";"Bivalvia";"Mollusca";"GBIF";"Mulinia lateralis";"Netherlands";"";"";2018;"2018";"AquaNIS (2020)"
"Yoldia limatula";"Yoldia limatula (Say, 1831)";"Yoldiidae";"Nuculanida";"Bivalvia";"Mollusca";"GBIF";"Yoldia limatula";"Netherlands";"";"";2019;"2019";"AquaNIS (2020)"
"Bidens frondosa";"Bidens frondosa L., 1753";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"GBIF";"Bidens frondosa";"Northern Macedonia";"";"established";2018;"2018";"Vladimirov et al. (2019)"
"Helianthus tuberosus";"Helianthus tuberosus L., 1753";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"GBIF";"Helianthus tuberosus";"Northern Macedonia";"";"established";2016;"2016";"Pacanoski & Mehmeti (2020)"
"Anotrichium furcellatum";"Anotrichium furcellatum (J.Agardh) Baldock";"Wrangeliaceae";"Ceramiales";"Florideophyceae";"Rhodophyta";"GBIF";"Anotrichium furcellatum NA";"Norway";"";"";2011;"2011";"Sandvik et al. (2020)"
"Ceramium sungminbooi";"Ceramium sungminbooi";"Ceramiaceae";"Ceramiales";"Florideophyceae";"Rhodophyta";"";"Ceramium sungminbooi";"Norway";"";"established";2016;"2016";"Sandvik et al. (2019)"
"Gracilaria vermiculophylla";"Gracilaria vermiculophylla (Ohmi) Papenfuss";"Gracilariaceae";"Gracilariales";"Florideophyceae";"Rhodophyta";"GBIF";"Agarophyton vermiculophyllum";"Norway";"";"";2012;"2012";"AquaNIS (2020)"
"Nonionella stella";"Nonionella stella Cushman & Moyer, 1930";"Nonionidae";"Rotaliida";"Globothalamea";"Foraminifera";"GBIF";"Nonionella stella";"Norway";"";"";2012;"2012";"AquaNIS (2020)"
"Ammothea hilgendorfi";"Ammothea hilgendorfi (B�hm, 1879)";"Ammotheidae";"Pantopoda";"Pycnogonida";"Arthropoda";"GBIF";"Ammothea hilgendorfi NA";"Norway";"";"";2016;"2016";"Sandvik et al. (2020)"
"Schizoporella japonica";"Schizoporella japonica Ortmann, 1890";"Schizoporellidae";"Cheilostomatida";"Gymnolaemata";"Bryozoa";"GBIF";"Schizoporella japonica";"Norway";"";"established";2010;"2010";"Sandvik et al. (2019)"
"Callinectes sapidus";"Callinectes sapidus Rathbun, 1896";"Portunidae";"Decapoda";"Malacostraca";"Arthropoda";"GBIF";"Callinectes sapidus (Rathbun 1896)";"Norway";"";"";2012;"2012";"Sandvik et al. (2020)"
"Cancer pagurus";"Cancer pagurus Linnaeus, 1758";"Cancridae";"Decapoda";"Malacostraca";"Arthropoda";"GBIF";"Cancer pagurus Linnaeus, 1758";"Norway";"";"";2014;"2014";"Sandvik et al. (2020)"
"Crangon crangon";"Crangon crangon (Linnaeus, 1758)";"Crangonidae";"Decapoda";"Malacostraca";"Arthropoda";"GBIF";"Crangon crangon (Linnaeus, 1758)";"Norway";"";"";2012;"2012";"Sandvik et al. (2020)"
"Moraria sphagnicola";"Moraria sphagnicola Gurney, 1930";"Canthocamptidae";"Harpacticoida";"Hexanauplia";"Arthropoda";"GBIF";"Moraria sphagnicola";"Norway";"";"established";2010;"2010";"Sandvik et al. (2019)"
"Rhithropanopeus harrisii";"Rhithropanopeus harrisii (Gould, 1841)";"Panopeidae";"Decapoda";"Malacostraca";"Arthropoda";"GBIF";"Rhithropanopeus harrisii (Gould, 1841)";"Norway";"";"";2010;"2010";"Sandvik et al. (2020)"
"Parablennius zvonimiri";"Parablennius zvonimiri (Kolombatovic, 1892)";"Blenniidae";"Perciformes";"Actinopterygii";"Chordata";"GBIF";"Parablennius zvonimiri";"Norway";"";"established";2017;"2017";"Sandvik et al. (2019)"
"Scardinius erythrophthalmus";"Scardinius erythrophthalmus (Linnaeus, 1758)";"Cyprinidae";"Cypriniformes";"Actinopterygii";"Chordata";"GBIF";"Scardinius erythrophthalmus (Linnaeus, 1758)";"Norway";"";"";2014;"2014";"Sandvik et al. (2020)"
"Sebastiscus marmoratus";"Sebastiscus marmoratus (Cuvier, 1829)";"Sebastidae";"Scorpaeniformes";"Actinopterygii";"Chordata";"GBIF";"Sebastiscus marmoratus";"Norway";"";"established";2010;"2010";"Sandvik et al. (2019)"
"Aureoboletus projectellus";"Aureoboletus projectellus";"Boletaceae";"Boletales";"Agaricomycetes";"Basidiomycota";"GBIF";"Boletellus projectellus";"Norway";"";"established";2010;"2010";"Sandvik et al. (2019)"
"Lecanosticta acicola";"Lecanosticta acicola (Th�m.) Syd.";"Mycosphaerellaceae";"Capnodiales";"Dothideomycetes";"Ascomycota";"GBIF";"Lecanosticta acicola (Th�m.) Syd.";"Norway";"";"";2014;"2014";"Sandvik et al. (2020)"
"Panaeolus cyanescens";"Panaeolus cyanescens Sacc.";"Bolbitiaceae";"Agaricales";"Agaricomycetes";"Basidiomycota";"GBIF";"Panaeolus cyanescens (Berk. & Broome) Sacc.";"Norway";"";"";2014;"2014";"Sandvik et al. (2020)"
"Phytophthora alni";"Phytophthora alni Brasier & S.A.Kirk";"Peronosporaceae";"Peronosporales";"Peronosporea";"Oomycota";"GBIF";"Phytophthora alni";"Norway";"";"established";2010;"2010";"Sandvik et al. (2019)"
"Phytophthora gregata";"Phytophthora gregata T.Jung, Stukely & T.I.Burgess";"Peronosporaceae";"Peronosporales";"Peronosporea";"Oomycota";"GBIF";"Phytophthora gregata";"Norway";"";"established";2010;"2010";"Sandvik et al. (2019)"
"Phytophthora kernoviae";"Phytophthora kernoviae Brasier, Beales & S.A.Kirk";"Peronosporaceae";"Peronosporales";"Peronosporea";"Oomycota";"GBIF";"Phytophthora kernoviae Brasier, Beales & S.A. Kirk";"Norway";"";"";2011;"2011";"Sandvik et al. (2020)"
"Phytophthora lacustris";"Phytophthora lacustris Brasier, Cacciola, Nechw., T.Jung & Bakonyi";"Peronosporaceae";"Peronosporales";"Peronosporea";"Oomycota";"GBIF";"Phytophthora lacustris";"Norway";"";"established";2010;"2010";"Sandvik et al. (2019)"
"Atomaria scutellaris";"Atomaria scutellaris Motschulsky, 1849";"Cryptophagidae";"Coleoptera";"Insecta";"Arthropoda";"GBIF";"Atomaria scutellaris";"Norway";"";"established";2015;"2015";"Sandvik et al. (2019)"
"Bembidion clarkii";"Bembidion clarkii (Dawson, 1849)";"Carabidae";"Coleoptera";"Insecta";"Arthropoda";"GBIF";"Bembidion clarkii";"Norway";"";"established";2010;"2010";"Sandvik et al. (2019)"
"Chromaphis juglandicola";"Chromaphis juglandicola (Kaltenbach, 1843)";"Aphididae";"Hemiptera";"Insecta";"Arthropoda";"GBIF";"Chromaphis juglandicola";"Norway";"";"established";2010;"2010";"Sandvik et al. (2019)"
"Clambus simsoni";"Clambus simsoni Blackburn, 1902";"Clambidae";"Coleoptera";"Insecta";"Arthropoda";"GBIF";"Clambus simsoni";"Norway";"";"established";2010;"2010";"Sandvik et al. (2019)"
"Coccura suwakoensis";"Coccura suwakoensis (Kuwana & Toyoda, 1915)";"Pseudococcidae";"Hemiptera";"Insecta";"Arthropoda";"GBIF";"Coccura suwakoensis";"Norway";"";"";2012;"2012";"Sandvik et al. (2020)"
"Corticarina cavicollis";"Corticarina cavicollis (Mannerheim, 1844)";"Latridiidae";"Coleoptera";"Insecta";"Arthropoda";"GBIF";"Corticarina cavicollis";"Norway";"";"established";2010;"2010";"Sandvik et al. (2019)"
"Diabrotica virgifera";"Diabrotica virgifera LeConte, 1868";"Chrysomelidae";"Coleoptera";"Insecta";"Arthropoda";"GBIF";"Diabrotica virgifera LeConte, 1868";"Norway";"";"";2014;"2014";"Sandvik et al. (2020)"
"Gonocerus acuteangulatus";"Gonocerus acuteangulatus (Goeze, 1778)";"Coreidae";"Hemiptera";"Insecta";"Arthropoda";"GBIF";"Gonocerus acuteangulatus (Goeze, 1778)";"Norway";"";"";2012;"2012";"Sandvik et al. (2020)"
"Graphocephala fennahi";"Graphocephala fennahi Young, 1977";"Cicadellidae";"Hemiptera";"Insecta";"Arthropoda";"GBIF";"Graphocephala fennahi";"Norway";"";"established";2010;"2010";"Sandvik et al. (2019)"
"Holoparamecus niger";"Holoparamecus niger (Aub�, 1843)";"Endomychidae";"Coleoptera";"Insecta";"Arthropoda";"GBIF";"Holoparamecus niger";"Norway";"";"established";2010;"2010";"Sandvik et al. (2019)"
"Janetiella siskiyou";"Janetiella siskiyou Felt, 1917";"Cecidomyiidae";"Diptera";"Insecta";"Arthropoda";"GBIF";"Janetiella siskiyou Felt, 1917";"Norway";"";"";2012;"2012";"Sandvik et al. (2020)"
"Lasius alienus";"Lasius alienus (Foerster, 1850)";"Formicidae";"Hymenoptera";"Insecta";"Arthropoda";"GBIF";"Lasius alienus";"Norway";"";"established";2010;"2010";"Sandvik et al. (2019)"
"Melanophthalma fuscipennis";"Melanophthalma fuscipennis (Mannerheim, 1844)";"Latridiidae";"Coleoptera";"Insecta";"Arthropoda";"GBIF";"Melanophthalma fuscipennis";"Norway";"";"established";2010;"2010";"Sandvik et al. (2019)"
"Plagiolepis vindobonensis";"Plagiolepis vindobonensis Lomnicki, 1925";"Formicidae";"Hymenoptera";"Insecta";"Arthropoda";"GBIF";"Plagiolepis vindobonensis";"Norway";"";"established";2010;"2010";"Sandvik et al. (2019)"
"Pleurophorus caesus";"Pleurophorus caesus (Panzer, 1796)";"Aphodiidae";"Coleoptera";"Insecta";"Arthropoda";"GBIF";"Pleurophorus caesus";"Norway";"";"established";2010;"2010";"Sandvik et al. (2019)"
"Rabigus pullus";"Rabigus pullus (Nordmann, 1837)";"Staphylinidae";"Coleoptera";"Insecta";"Arthropoda";"GBIF";"Rabigus pullus";"Norway";"";"established";2010;"2010";"Sandvik et al. (2019)"
"Stricticollis tobias";"Stricticollis tobias De Marseul, 1879";"Anthicidae";"Coleoptera";"Insecta";"Arthropoda";"GBIF";"Stricticollis tobias";"Norway";"";"established";2010;"2010";"Sandvik et al. (2019)"
"Trixagus atticus";"Trixagus atticus Reitter, 1921";"Throscidae";"Coleoptera";"Insecta";"Arthropoda";"GBIF";"Trixagus atticus";"Norway";"";"established";2010;"2010";"Sandvik et al. (2019)"
"Trotomma pubescens";"Trotomma pubescens Kiesenwetter, 1851";"Scraptiidae";"Coleoptera";"Insecta";"Arthropoda";"GBIF";"Trotomma pubescens";"Norway";"";"established";2010;"2010";"Sandvik et al. (2019)"
"Zyginella pulchra";"Zyginella pulchra Low, 1885";"Cicadellidae";"Hemiptera";"Insecta";"Arthropoda";"GBIF";"Zyginella pulchra";"Norway";"";"established";2010;"2010";"Sandvik et al. (2019)"
"Angiostrongylus vasorum";"Angiostrongylus vasorum (Baillet, 1866)";"Metastrongylidae";"Strongylida";"Secernentea";"Nematoda";"GBIF";"Angiostrongylus vasorum";"Norway";"";"established";2016;"2016";"Sandvik et al. (2019)"
"Camelostrongylus mentulatus";"Camelostrongylus mentulatus (Railliet & Henry, 1909)";"Trichostrongylidae";"Strongylida";"Secernentea";"Nematoda";"GBIF";"Camelostrongylus mentulatus";"Norway";"";"established";2011;"2011 - 2011";"GISD"
"Gracilechinus acutus";"Gracilechinus acutus (Lamarck, 1816)";"Echinidae";"Camarodonta";"Echinoidea";"Echinodermata";"GBIF";"Gracilechinus acutus (Lamarck, 1816)";"Norway";"";"";2017;"2017";"Sandvik et al. (2020)"
"Pachycordyle michaeli";"Pachycordyle michaeli";"Bougainvilliidae";"Anthoathecata";"Hydrozoa";"Cnidaria";"GBIF";"Pachycordyle navis (Millard, 1959)";"Norway";"";"";2014;"2014";"Sandvik et al. (2020)"
"Ostrea chilensis";"Ostrea chilensis K�ster, 1844";"Ostreidae";"Ostreida";"Bivalvia";"Mollusca";"GBIF";"Ostrea chilensis Philippi, 1846";"Norway";"";"";2017;"2017";"Sandvik et al. (2020)"
"Abies veitchii";"Abies veitchii";"Pinaceae";"Pinales";"Pinopsida";"Tracheophyta";"TPL";"Abies veitchii Lindl.";"Norway";"";"";2012;"2012";"Sandvik et al. (2020)"
"Acer palmatum";"Acer palmatum";"Sapindaceae";"Sapindales";"Magnoliopsida";"Tracheophyta";"TPL";"Acer palmatum";"Norway";"";"established";2015;"2015";"Sandvik et al. (2019)"
"Acer pseudosieboldianum";"Acer pseudosieboldianum";"Sapindaceae";"Sapindales";"Magnoliopsida";"Tracheophyta";"TPL";"Acer pseudosieboldianum";"Norway";"";"established";2017;"2017";"Sandvik et al. (2019)"
"Aquilegia chrysantha";"Aquilegia chrysantha";"Ranunculaceae";"Ranunculales";"Magnoliopsida";"Tracheophyta";"TPL";"Aquilegia chrysantha";"Norway";"";"established";2017;"2017";"Sandvik et al. (2019)"
"Berberis x ottawensis";"Berberis � ottawensis";"Berberidaceae";"Ranunculales";"Magnoliopsida";"Tracheophyta";"TPL";"Berberis � ottawensis";"Norway";"";"established";2015;"2015";"Sandvik et al. (2019)"
"Calocedrus decurrens";"Calocedrus decurrens";"Cupressaceae";"Pinales";"Pinopsida";"Tracheophyta";"TPL";"Calocedrus decurrens";"Norway";"";"established";2017;"2017";"Sandvik et al. (2019)"
"Corylus maxima";"Corylus maxima";"Betulaceae";"Fagales";"Magnoliopsida";"Tracheophyta";"TPL";"Corylus maxima";"Norway";"";"established";2016;"2016";"Sandvik et al. (2019)"
"Cotinus coggygria";"Cotinus coggygria";"Anacardiaceae";"Sapindales";"Magnoliopsida";"Tracheophyta";"TPL";"Cotinus coggygria";"Norway";"";"casual";2010;"2010 - 2010";"GISD"
"Cuscuta monogyna";"Cuscuta monogyna";"Convolvulaceae";"Solanales";"Magnoliopsida";"Tracheophyta";"TPL";"Cuscuta monogyna";"Norway";"";"casual";2010;"2010 - 2010";"GISD"
"Erica herbacea";"Erica herbacea";"Ericaceae";"";"";NA;"TPL";"Erica herbacea";"Norway";"";"established";2015;"2015";"Sandvik et al. (2019)"
"Euonymus fortunei";"Euonymus fortunei";"Celastraceae";"Celastrales";"Magnoliopsida";"Tracheophyta";"TPL";"Euonymus fortunei";"Norway";"";"established";2010;"2010";"Sandvik et al. (2019)"
"Gladiolus imbricatus";"Gladiolus imbricatus";"Iridaceae";"Asparagales";"Liliopsida";"Tracheophyta";"TPL";"Gladiolus imbricatus";"Norway";"";"established";2013;"2013";"Sandvik et al. (2019)"
"Lobelia inflata";"Lobelia inflata";"Campanulaceae";"Asterales";"Magnoliopsida";"Tracheophyta";"TPL";"Lobelia inflata";"Norway";"";"casual";2011;"2011 - 2011";"GISD"
"Lobelia kalmii";"Lobelia kalmii";"Campanulaceae";"Asterales";"Magnoliopsida";"Tracheophyta";"TPL";"Lobelia kalmii";"Norway";"";"established";2011;"2011";"Sandvik et al. (2019)"
"Magnolia sieboldii";"Magnolia sieboldii";"Magnoliaceae";"Magnoliales";"Magnoliopsida";"Tracheophyta";"TPL";"Magnolia sieboldii";"Norway";"";"established";2013;"2013";"Sandvik et al. (2019)"
"Malus x moerlandsii";"Malus � moerlandsii";"Rosaceae";"Rosales";"Magnoliopsida";"Tracheophyta";"TPL";"Malus � moerlandsii";"Norway";"";"established";2016;"2016";"Sandvik et al. (2019)"
"Malus x purpurea";"Malus � purpurea";"Rosaceae";"Rosales";"Magnoliopsida";"Tracheophyta";"TPL";"Malus � purpurea";"Norway";"";"established";2012;"2012";"Sandvik et al. (2019)"
"Neillia sinensis";"Neillia sinensis";"Rosaceae";"Rosales";"Magnoliopsida";"Tracheophyta";"TPL";"Neillia sinensis";"Norway";"";"established";2011;"2011";"Sandvik et al. (2019)"
"Oenothera lindheimeri";"Oenothera lindheimeri";"";"Myrtales";"Magnoliopsida";"Tracheophyta";"";"Oenothera lindheimeri";"Norway";"";"casual";2010;"2010 - 2010";"GISD"
"Paeonia x suffruticosa";"Paeonia � suffruticosa";"Paeoniaceae";"Saxifragales";"Magnoliopsida";"Tracheophyta";"TPL";"Paeonia � suffruticosa";"Norway";"";"established";2017;"2017";"Sandvik et al. (2019)"
"Photinia davidiana";"Photinia davidiana";"Rosaceae";"Rosales";"Magnoliopsida";"Tracheophyta";"TPL";"Photinia davidiana";"Norway";"";"established";2016;"2016";"Sandvik et al. (2019)"
"Phyteuma spicatum";"Phyteuma spicatum";"Campanulaceae";"Asterales";"Magnoliopsida";"Tracheophyta";"TPL";"Phyteuma spicatum Rich.Schulz";"Norway";"";"";2012;"2012";"Sandvik et al. (2020)"
"Phytolacca acinosa";"Phytolacca acinosa";"Phytolaccaceae";"Caryophyllales";"Magnoliopsida";"Tracheophyta";"TPL";"Phytolacca acinosa";"Norway";"";"casual";2010;"2010 - 2010";"GISD"
"Polypogon viridis";"Polypogon viridis";"Poaceae";"Poales";"Liliopsida";"Tracheophyta";"TPL";"Polypogon viridis";"Norway";"";"established";2015;"2015";"Sandvik et al. (2019)"
"Ribes petraeum";"Ribes petraeum";"Grossulariaceae";"Saxifragales";"Magnoliopsida";"Tracheophyta";"TPL";"Ribes petraeum";"Norway";"";"established";2011;"2011";"Sandvik et al. (2019)"
"Salix lucida";"Salix lucida";"Salicaceae";"Malpighiales";"Magnoliopsida";"Tracheophyta";"GBIF";"Salix lasiandra Benth.";"Norway";"";"";2014;"2014";"Sandvik et al. (2020)"
"Salix pendulina";"Salix pendulina";"Salicaceae";"Malpighiales";"Magnoliopsida";"Tracheophyta";"GBIF";"Salix salamonii (Carri�re) Carri�re";"Norway";"";"";2013;"2013";"Sandvik et al. (2020)"
"Salvia divinorum";"Salvia divinorum";"Lamiaceae";"Lamiales";"Magnoliopsida";"Tracheophyta";"TPL";"Salvia divinorum";"Norway";"";"established";2014;"2014";"Sandvik et al. (2019)"
"Salvia elegans";"Salvia elegans";"Lamiaceae";"Lamiales";"Magnoliopsida";"Tracheophyta";"TPL";"Salvia elegans";"Norway";"";"established";2012;"2012";"Sandvik et al. (2019)"
"Salvia patens";"Salvia patens";"Lamiaceae";"Lamiales";"Magnoliopsida";"Tracheophyta";"TPL";"Salvia patens";"Norway";"";"established";2012;"2012";"Sandvik et al. (2019)"
"Sasa quelpaertensis";"Sasa quelpaertensis";"Poaceae";"Poales";"Liliopsida";"Tracheophyta";"TPL";"Sasa quelpaertensis";"Norway";"";"established";2017;"2017";"Sandvik et al. (2019)"
"Silene conica";"Silene conica";"Caryophyllaceae";"Caryophyllales";"Magnoliopsida";"Tracheophyta";"TPL";"Silene conica";"Norway";"";"established";2013;"2013";"Sandvik et al. (2019)"
